"","accession","species","genus","family","source","accession.version","taxid"
"293","NC_022383","Eucalyptus diversifolia","Eucalyptus","Myrtaceae","full+barcode","NC_022383.1",87670
"294","NC_022384","Eucalyptus sieberi","Eucalyptus","Myrtaceae","full+barcode","NC_022384.1",87684
"295","NC_022385","Eucalyptus elata","Eucalyptus","Myrtaceae","full+barcode","NC_022385.1",87672
"296","NC_022386","Eucalyptus regnans","Eucalyptus","Myrtaceae","full+barcode","NC_022386.1",87681
"297","NC_022387","Eucalyptus umbra","Eucalyptus","Myrtaceae","full+barcode","NC_022387.1",87688
"298","NC_022388","Eucalyptus cloeziana","Eucalyptus","Myrtaceae","full+barcode","NC_022388.1",34320
"299","NC_022389","Eucalyptus patens","Eucalyptus","Myrtaceae","full+barcode","NC_022389.1",582372
"300","NC_022390","Eucalyptus marginata","Eucalyptus","Myrtaceae","full+barcode","NC_022390.1",183836
"301","NC_022391","Eucalyptus curtisii","Eucalyptus","Myrtaceae","full+barcode","NC_022391.1",34319
"302","NC_022392","Eucalyptus melliodora","Eucalyptus","Myrtaceae","full+barcode","NC_022392.1",183838
"303","NC_022393","Eucalyptus polybractea","Eucalyptus","Myrtaceae","full+barcode","NC_022393.1",1282669
"304","NC_022394","Eucalyptus cladocalyx","Eucalyptus","Myrtaceae","full+barcode","NC_022394.1",452569
"305","NC_022395","Eucalyptus nitens","Eucalyptus","Myrtaceae","full+barcode","NC_022395.1",87674
"306","NC_022396","Eucalyptus aromaphloia","Eucalyptus","Myrtaceae","full+barcode","NC_022396.1",87663
"307","NC_022397","Eucalyptus saligna","Eucalyptus","Myrtaceae","full+barcode","NC_022397.1",99019
"308","NC_022398","Eucalyptus camaldulensis","Eucalyptus","Myrtaceae","full+barcode","NC_022398.1",34316
"309","NC_022399","Eucalyptus deglupta","Eucalyptus","Myrtaceae","full+barcode","NC_022399.1",106642
"310","NC_022400","Eucalyptus spathulata","Eucalyptus","Myrtaceae","full+barcode","NC_022400.1",87685
"311","NC_022401","Eucalyptus torquata","Eucalyptus","Myrtaceae","full+barcode","NC_022401.1",183858
"312","NC_022402","Eucalyptus diversicolor","Eucalyptus","Myrtaceae","full+barcode","NC_022402.1",166933
"313","NC_022403","Eucalyptus salmonophloia","Eucalyptus","Myrtaceae","full+barcode","NC_022403.1",183851
"314","NC_022404","Eucalyptus microcorys","Eucalyptus","Myrtaceae","full+barcode","NC_022404.1",34315
"315","NC_022405","Eucalyptus guilfoylei","Eucalyptus","Myrtaceae","full+barcode","NC_022405.1",183827
"316","NC_022406","Eucalyptus erythrocorys","Eucalyptus","Myrtaceae","full+barcode","NC_022406.1",34314
"317","NC_022407","Corymbia gummifera","Corymbia","Myrtaceae","full+barcode","NC_022407.1",183803
"318","NC_022408","Corymbia maculata","Corymbia","Myrtaceae","full+barcode","NC_022408.1",87660
"319","NC_022409","Corymbia eximia","Corymbia","Myrtaceae","full+barcode","NC_022409.1",34328
"320","NC_022410","Corymbia tessellaris","Corymbia","Myrtaceae","full+barcode","NC_022410.1",34330
"321","NC_022411","Angophora floribunda","Angophora","Myrtaceae","full+barcode","NC_022411.1",34308
"322","NC_022412","Angophora costata","Angophora","Myrtaceae","full+barcode","NC_022412.1",87657
"323","NC_022413","Allosyncarpia ternata","Allosyncarpia","Myrtaceae","full+barcode","NC_022413.1",34307
"324","NC_022414","Stockwellia quadrifida","Stockwellia","Myrtaceae","full+barcode","NC_022414.1",88056
"325","NC_022417","Cocos nucifera","Cocos","Arecaceae","all","NC_022417.1",13894
"326","NC_022431","Asclepias nivea","Asclepias","Apocynaceae","all","NC_022431.1",528293
"327","NC_022432","Asclepias syriaca","Asclepias","Apocynaceae","all","NC_022432.1",48545
"328","NC_022451","Andrographis paniculata","Andrographis","Acanthaceae","all","NC_022451.2",175694
"329","NC_022457","Berberis bealei","Berberis","Berberidaceae","all","NC_022457.1",13601
"330","NC_022459","Camellia cuspidata","Camellia","Theaceae","all","NC_022459.1",319925
"331","NC_022460","Camellia danzaiensis","Camellia","Theaceae","all","NC_022460.1",1339356
"332","NC_022461","Camellia impressinervis","Camellia","Theaceae","all","NC_022461.1",147918
"333","NC_022462","Camellia pitardii","Camellia","Theaceae","all","NC_022462.1",319928
"334","NC_022463","Camellia yunnanensis","Camellia","Theaceae","all","NC_022463.1",194713
"335","NC_022715","Veratrum patulum","Veratrum","Melanthiaceae","all","NC_022715.2",1049916
"336","NC_022810","Aralia undulata","Aralia","Araliaceae","all","NC_022810.1",137943
"337","NC_022811","Brassaiopsis hainla","Brassaiopsis","Araliaceae","all","NC_022811.1",133939
"338","NC_022812","Metapanax delavayi","Metapanax","Araliaceae","all","NC_022812.1",133946
"339","NC_022813","Heptapleurum delavayi","Heptapleurum","Araliaceae","all","NC_022813.1",230597
"340","NC_022814","Kalopanax septemlobus","Kalopanax","Araliaceae","all","NC_022814.1",228393
"341","NC_022859","Lindenbergia philippensis","Lindenbergia","Orobanchaceae","full+barcode","NC_022859.1",86093
"342","NC_022868","Glycine soja","Glycine","Fabaceae","all","NC_022868.1",3848
"343","NC_022958","Phragmites australis","Phragmites","Poaceae","all","NC_022958.1",29695
"344","NC_023085","Sedum sarmentosum","Sedum","Crassulaceae","all","NC_023085.1",91146
"345","NC_023086","Penthorum chinense","Penthorum","Penthoraceae","all","NC_023086.1",49684
"346","NC_023090","Lupinus luteus","Lupinus","Fabaceae","full+trnL","NC_023090.1",3873
"347","NC_023092","Liquidambar formosana","Liquidambar","Altingiaceae","all","NC_023092.1",63359
"348","NC_023096","Aegilops cylindrica","Aegilops","Poaceae","all","NC_023096.1",130456
"349","NC_023097","Aegilops geniculata","Aegilops","Poaceae","full+barcode","NC_023097.1",130459
"350","NC_023115","Schwalbea americana","Schwalbea","Orobanchaceae","all","NC_023115.1",86091
"351","NC_023119","Agathis dammara","Agathis","Araucariaceae","full+barcode","NC_023119.1",60851
"352","NC_023120","Nageia nagi","Nageia","Podocarpaceae","full","NC_023120.1",36012
"353","NC_023121","Calocedrus formosana","Calocedrus","Cupressaceae","full+barcode","NC_023121.1",54798
"354","NC_023132","Phelipanche purpurea","Phelipanche","Orobanchaceae","full+trnL","NC_023132.1",223125
"355","NC_023213","Gossypium anomalum","Gossypium","Malvaceae","all","NC_023213.1",47600
"356","NC_023214","Gossypium bickii","Gossypium","Malvaceae","all","NC_023214.1",47622
"357","NC_023215","Gossypium herbaceum","Gossypium","Malvaceae","all","NC_023215.1",34274
"358","NC_023216","Gossypium longicalyx","Gossypium","Malvaceae","all","NC_023216.1",34280
"359","NC_023217","Gossypium stocksii","Gossypium","Malvaceae","all","NC_023217.1",47602
"360","NC_023218","Gossypium sturtianum","Gossypium","Malvaceae","all","NC_023218.1",34278
"361","NC_023234","Magnolia cathcartii","Magnolia","Magnoliaceae","all","NC_023234.1",86726
"362","NC_023235","Magnolia macrophylla","Magnolia","Magnoliaceae","all","NC_023235.1",86730
"363","NC_023236","Magnolia fraseri","Magnolia","Magnoliaceae","all","NC_023236.1",44759
"364","NC_023237","Magnolia kobus","Magnolia","Magnoliaceae","all","NC_023237.1",54732
"365","NC_023238","Magnolia liliiflora","Magnolia","Magnoliaceae","all","NC_023238.1",3403
"366","NC_023239","Magnolia odora","Magnolia","Magnoliaceae","all","NC_023239.1",86770
"367","NC_023240","Magnolia salicifolia","Magnolia","Magnoliaceae","all","NC_023240.1",3411
"368","NC_023241","Magnolia sinica","Magnolia","Magnoliaceae","all","NC_023241.1",86752
"369","NC_023242","Magnolia sprengeri","Magnolia","Magnoliaceae","all","NC_023242.1",86737
"370","NC_023245","Pharus lappulaceus","Pharus","Poaceae","all","NC_023245.1",38687
"371","NC_023247","Fritillaria taipaiensis","Fritillaria","Liliaceae","all","NC_023247.1",152093
"372","NC_023259","Viviania marifolia","Viviania","Francoaceae","all","NC_023259.1",28971
"373","NC_023260","Hypseocharis bilobata","Hypseocharis","Geraniaceae","all","NC_023260.1",253189
"374","NC_023261","Pelargonium alternans","Pelargonium","Geraniaceae","all","NC_023261.1",73178
"375","NC_023357","Agrostemma githago","Agrostemma","Caryophyllaceae","all","NC_023357.1",39848
"376","NC_023358","Silene conoidea","Silene","Caryophyllaceae","full+trnL","NC_023358.1",490730
"377","NC_023359","Silene chalcedonica","Silene","Caryophyllaceae","full+trnL","NC_023359.1",39855
"378","NC_023360","Silene paradoxa","Silene","Caryophyllaceae","all","NC_023360.1",129946
"379","NC_023367","Arabis alpina","Arabis","Brassicaceae","full+barcode","NC_023367.1",50452
"380","NC_023449","Puelia olyriformis","Puelia","Poaceae","all","NC_023449.1",93677
"381","NC_023463","Pinguicula ehlersiae","Pinguicula","Lentibulariaceae","full+barcode","NC_023463.1",192264
"382","NC_023464","Orobanche gracilis","Orobanche","Orobanchaceae","all","NC_023464.1",223107
"383","NC_023465","Phelipanche ramosa","Phelipanche","Orobanchaceae","full+trnL","NC_023465.1",46066
"384","NC_023775","Auxenochlorella protothecoides","Auxenochlorella","Chlorellaceae","full","NC_023775.1",3075
"385","NC_023790","Vitis rotundifolia","Vitis","Vitaceae","all","NC_023790.1",103349
"386","NC_023792","Azadirachta indica","Azadirachta","Meliaceae","all","NC_023792.1",124943
"387","NC_023800","Sorghum timorense","Sorghum","Poaceae","all","NC_023800.1",91528
"388","NC_023801","Castanopsis echinocarpa","Castanopsis","Fagaceae","all","NC_023801.1",167385
"389","NC_023805","Podocarpus lambertii","Podocarpus","Podocarpaceae","full","NC_023805.1",1030197
"390","NC_023833","Praxelis clematidea","Praxelis","Asteraceae","all","NC_023833.1",287011
"391","NC_023835","Chlorella sorokiniana","Chlorella","Chlorellaceae","full","NC_023835.1",3076
"392","NC_023934","Arundinaria appalachiana","Arundinaria","Poaceae","all","NC_023934.1",591208
"393","NC_023935","Arundinaria tecta","Arundinaria","Poaceae","all","NC_023935.1",280854
"394","NC_023956","Prunus kansuensis","Prunus","Rosaceae","all","NC_023956.1",329890
"395","NC_023959","Trigonobalanus doichangensis","Trigonobalanus","Fagaceae","all","NC_023959.1",744259
"396","NC_024019","Dendrobium officinale","Dendrobium","Orchidaceae","full+barcode","NC_024019.1",142615
"397","NC_024021","Juniperus bermudiana","Juniperus","Cupressaceae","all","NC_024021.1",884032
"398","NC_024022","Juniperus monosperma","Juniperus","Cupressaceae","all","NC_024022.1",487038
"399","NC_024023","Juniperus scopulorum","Juniperus","Cupressaceae","all","NC_024023.1",466205
"400","NC_024024","Juniperus virginiana","Juniperus","Cupressaceae","all","NC_024024.1",39584
"401","NC_024038","Glycyrrhiza glabra","Glycyrrhiza","Fabaceae","all","NC_024038.1",49827
"402","NC_024060","Hirtella racemosa","Hirtella","Chrysobalanaceae","all","NC_024060.1",1125932
"403","NC_024061","Chrysobalanus icaco","Chrysobalanus","Chrysobalanaceae","all","NC_024061.1",22978
"404","NC_024062","Hymenopus heteromorphus","Hymenopus","Chrysobalanaceae","all","NC_024062.1",123495
"405","NC_024063","Couepia guianensis","Couepia","Chrysobalanaceae","all","NC_024063.1",597284
"406","NC_024064","Licania alba","Licania","Chrysobalanaceae","all","NC_024064.1",597311
"407","NC_024065","Leptobalanus sprucei","Leptobalanus","Chrysobalanaceae","all","NC_024065.1",1186155
"408","NC_024066","Hirtella physophora","Hirtella","Chrysobalanaceae","all","NC_024066.1",715485
"409","NC_024067","Parinari campestris","Parinari","Chrysobalanaceae","all","NC_024067.1",1186172
"410","NC_024106","Lecomtella madagascariensis","Lecomtella","Poaceae","all","NC_024106.1",1243775
"411","NC_024157","Osmundastrum cinnamomeum","Osmundastrum","Osmundaceae","all","NC_024157.1",3284
"412","NC_024158","Diplopterygium glaucum","Diplopterygium","Gleicheniaceae","full+trnL","NC_024158.1",397682
"413","NC_024166","Trifolium meduseum","Trifolium","Fabaceae","all","NC_024166.1",361940
"414","NC_024167","Klebsormidium flaccidum","Klebsormidium","Klebsormidiaceae","full","NC_024167.1",3175
"415","NC_024168","Roya anglica","Roya","Mesotaeniaceae","full+trnL","NC_024168.1",43943
"416","NC_024169","Mesotaenium endlicherianum","Mesotaenium","Mesotaeniaceae","full+trnL","NC_024169.1",184485
"417","NC_024262","Neyraudia reynaudiana","Neyraudia","Poaceae","all","NC_024262.1",416032
"418","NC_024286","Centaurea diffusa","Centaurea","Asteraceae","all","NC_024286.1",124929
"419","NC_024291","Tetraphis pellucida","Tetraphis","Tetraphidaceae","full+trnL","NC_024291.1",37420
"420","NC_024421","Cypripedium macranthos","Cypripedium","Orchidaceae","all","NC_024421.1",53046
"421","NC_024469","Raphanus sativus","Raphanus","Brassicaceae","all","NC_024469.1",3726
"422","NC_024541","Camellia crapnelliana","Camellia","Theaceae","all","NC_024541.1",542719
"423","NC_024542","Nymphaea mexicana","Nymphaea","Nymphaeaceae","all","NC_024542.1",105594
"424","NC_024543","Primula poissonii","Primula","Primulaceae","all","NC_024543.1",166117
"425","NC_024544","Calanthe triplicata","Calanthe","Orchidaceae","all","NC_024544.1",256348
"426","NC_024545","Magnolia yunnanensis","Magnolia","Magnoliaceae","all","NC_024545.1",114512
"427","NC_024608","Oryza australiensis","Oryza","Poaceae","all","NC_024608.1",4532
"428","NC_024643","Echinochloa oryzicola","Echinochloa","Poaceae","all","NC_024643.2",338574
"429","NC_024659","Camellia grandibracteata","Camellia","Theaceae","all","NC_024659.1",1454364
"430","NC_024660","Camellia leptophylla","Camellia","Theaceae","all","NC_024660.1",542733
"431","NC_024661","Camellia petelotii","Camellia","Theaceae","all","NC_024661.1",153490
"432","NC_024662","Camellia pubicosta","Camellia","Theaceae","all","NC_024662.1",1523625
"433","NC_024663","Camellia reticulata","Camellia","Theaceae","all","NC_024663.1",452972
"434","NC_024668","Bambusa multiplex","Bambusa","Poaceae","all","NC_024668.1",4582
"435","NC_024669","Phyllostachys sulphurea","Phyllostachys","Poaceae","all","NC_024669.1",941476
"436","NC_024681","Salix interior","Salix","Salicaceae","all","NC_024681.1",75712
"437","NC_024712","Arundinaria fargesii","Arundinaria","Poaceae","all","NC_024712.1",387591
"438","NC_024713","Sarocalamus faberi","Sarocalamus","Poaceae","all","NC_024713.1",548140
"439","NC_024714","Chimonocalamus longiusculus","Chimonocalamus","Poaceae","all","NC_024714.1",862985
"440","NC_024715","Fargesia nitida","Fargesia","Poaceae","all","NC_024715.1",146652
"441","NC_024716","Fargesia spathacea","Fargesia","Poaceae","all","NC_024716.1",146655
"442","NC_024717","Fargesia yunnanensis","Fargesia","Poaceae","all","NC_024717.1",111431
"443","NC_024718","Gaoligongshania megalothyrsa","Gaoligongshania","Poaceae","all","NC_024718.1",145987
"444","NC_024719","Gelidocalamus tessellatus","Gelidocalamus","Poaceae","all","NC_024719.1",862994
"445","NC_024720","Indocalamus wilsonii","Indocalamus","Poaceae","all","NC_024720.1",863009
"446","NC_024721","Indosasa sinica","Indosasa","Poaceae","all","NC_024721.1",548150
"447","NC_024722","Oligostachyum shiuyingianum","Oligostachyum","Poaceae","all","NC_024722.1",863024
"448","NC_024723","Pleioblastus maculatus","Pleioblastus","Poaceae","all","NC_024723.1",591225
"449","NC_024724","Thamnocalamus spathiflorus","Thamnocalamus","Poaceae","all","NC_024724.1",145989
"450","NC_024725","Yushania levigata","Yushania","Poaceae","all","NC_024725.1",1235664
"451","NC_024728","Fritillaria cirrhosa","Fritillaria","Liliaceae","all","NC_024728.1",108544
"452","NC_024732","Hanabusaya asiatica","Hanabusaya","Campanulaceae","all","NC_024732.1",103032
"453","NC_024734","Populus fremontii","Populus","Salicaceae","all","NC_024734.1",295326
"454","NC_024735","Populus balsamifera","Populus","Salicaceae","all","NC_024735.1",73824
"455","NC_024736","Fritillaria hupehensis","Fritillaria","Liliaceae","all","NC_024736.1",152089
"456","NC_024747","Populus euphratica","Populus","Salicaceae","all","NC_024747.1",75702
"457","NC_024764","Triticum timopheevii","Triticum","Poaceae","full+barcode","NC_024764.1",4570
"458","NC_024811","Bathycoccus prasinos","Bathycoccus","Bathycoccaceae","full","NC_024811.1",41875
"459","NC_024813","Allium cepa","Allium","Amaryllidaceae","all","NC_024813.1",4679
"460","NC_024814","Triticum turgidum","Triticum","Poaceae","full+barcode","NC_024814.1",4571
"461","NC_024815","Aegilops searsii","Aegilops","Poaceae","full+barcode","NC_024815.1",4487
"462","NC_024816","Aegilops sharonensis","Aegilops","Poaceae","full+barcode","NC_024816.1",58530
"463","NC_024817","Prasinoderma coloniale","Prasinoderma","Prasinodermaceae","full","NC_024817.1",156133
"464","NC_024827","Retrophyllum piresii","Retrophyllum","Podocarpaceae","full","NC_024827.1",1505646
"465","NC_024828","Picocystis salinarum","Picocystis","Picocystaceae","full","NC_024828.1",88271
"466","NC_024829","Nephroselmis astigmatica","Nephroselmis","Nephroselmidaceae","full","NC_024829.1",259378
"467","NC_024830","Aegilops longissima","Aegilops","Poaceae","full+barcode","NC_024830.1",4486
"468","NC_024831","Aegilops bicornis","Aegilops","Poaceae","full+barcode","NC_024831.1",4483
"469","NC_024832","Aegilops kotschyi","Aegilops","Poaceae","full+barcode","NC_024832.1",130458
"470","NC_024845","Orobanche crenata","Orobanche","Orobanchaceae","all","NC_024845.1",223102
"471","NC_024929","Citrus x aurantiifolia","Citrus","Rutaceae","all","NC_024929.1",159033
"472","NC_025288","Macadamia integrifolia","Macadamia","Proteaceae","all","NC_025288.1",60698
"473","NC_025333","Luzuriaga radicans","Luzuriaga","Alstroemeriaceae","full+trnL","NC_025333.1",59097
"474","NC_025339","Nelumbo nucifera","Nelumbo","Nelumbonaceae","all","NC_025339.1",4432
"475","NC_025524","Symbiochloris handae","Symbiochloris","Trebouxiaceae","full","NC_025524.1",1853882
"476","NC_025525","Myrmecia israelensis","Myrmecia","Trebouxiaceae","full","NC_025525.1",3171
"477","NC_025526","Watanabea reniformis","Watanabea","Watanabeaceae","full","NC_025526.1",191674
"478","NC_025527","Stichococcus bacillaris","Stichococcus","Stichococcaceae","full","NC_025527.1",37433
"479","NC_025528","Edaphochlorella mirabilis","Edaphochlorella","Prasiolaceae","full","NC_025528.1",3083
"480","NC_025529","Pseudochlorella signiensis","Pseudochlorella","Chlorellaceae","full","NC_025529.1",173497
"481","NC_025530","Pedinomonas tuberculata","Pedinomonas","Pedinomonadaceae","full","NC_025530.1",160064
